course,session,time,wait_time,student_response,specific_student,category,hint,cluster_q,question,is_cluster,code_name,collapsed_code
1C_L15,S7,00:34:25,3,N,N,O,,Y1,Guess what I'm gonna ask you next?,Y,Other,Other
1C_L15,S7,00:34:30,2,Y,N,O,HQ,Y1,"Reflection, what other?",Y,Other,Other
1C_L15,S7,00:41:10,1,N,N,E,,Y2,Does A have eigenvalues?,Y,Evaluation,Evaluation
1C_L15,S7,00:41:13,2,Y,N,E,,Y2,"No, yes?",Y,Evaluation,Evaluation
1C_L15,S7,00:41:16,0,Y,N,E,,N,Does it have any real eigenvalues?,N,Evaluation,Evaluation
1C_L15,S7,00:42:14,1,Y,N,F,,N,Anyone tell me what the rotation matrix for the rotation by 90 degrees anticlockwise?,N,Fact,Fact
1C_L15,S7,00:43:46,0,Y,N,E,,N,Does that mean that every rotation matrix has only complex eigenvalues?,N,Evaluation,Evaluation
1C_L15,S7,00:43:59,0,Y,Y,W,,N,You say no?,N,Warrant,Warrant
2C_L23,S3,00:01:34,1,N,N,A,,Y1,any questions about anything administrative?,Y,Admin,Admin
2C_L23,S3,00:01:40,3,N,N,A,,Y1,in that [administrative] direction?,Y,Admin,Admin
2C_L23,S3,00:02:59,2,N,N,U,,N,any questions about the tests or the hand ins? You've already done two but the averages are pretty good,N,Understanding check,Understanding check
2C_L23,S3,00:07:36,0,Y,Y,A,,N,is the area?,N,Admin,Admin
2C_L23,S3,00:07:40,1,Y,Y,A,,N,"of that shape, is it twice…?",N,Admin,Admin
2C_L23,S3,00:08:00,1,Y,Y,A,,N,"yes, the surface area, what other area do we have?",N,Admin,Admin
2C_L23,S3,00:08:22,1,Y,Y,A,,N,are you a physicist perhaps?,N,Admin,Admin
2C_L23,S3,00:22:59,1,N,N,U,,Y2,is everyone clear where this sin(t) and this sin(t) come from?,Y,Understanding check,Understanding check
2C_L23,S3,00:23:03,1,N,N,F,HQ,Y2,where did we get the y and the z?,Y,Fact,Fact
2C_L23,S3,00:38:49,1,N,N,U,,N,any questions about the mechanics?,N,Understanding check,Understanding check
2C_L23,S4,00:02:51,3,N,N,U,,N,"any questions, comments about this?",N,Understanding check,Understanding check
2C_L23,S4,00:17:05,1,N,N,U,,Y1,any questions about this first part?,Y,Understanding check,Understanding check
2C_L23,S4,00:17:08,4,N,N,U,,Y1,as yet?,Y,Understanding check,Understanding check
2C_L23,S4,00:27:34,1,N,Y,U,,Y2,did you want to ask any further or was that an unsatisfactory answer? What I can't do is give you anything more than that,Y,Understanding check,Understanding check
2C_L23,S4,00:27:43,0,Y,Y,U,,Y2,no?,Y,Understanding check,Understanding check
2C_L23,S4,00:36:30,3,N,N,U,,N,any questions?,N,Understanding check,Understanding check
2C_L23,S4,00:45:26,4,Y,N,W,,N,can you see why [it is nonlinear]?,N,Warrant,Warrant
2C_L23,S4,00:48:51,2,N,N,U,,N,any questions?,N,Understanding check,Understanding check
2C_L23,S4,00:49:03,2,N,N,U,,N,questions?,N,Understanding check,Understanding check
2B_L10,S3,00:00:31,2,N,N,U,,Y1,"So instead of starting today off with a TopHat question, I thought I'd start off with seeing if people have any questions about the Polya counting we were talking about yesterday in the lecture.",Y,Understanding check,Understanding check
2B_L10,S3,00:00:31,20,N,N,U,,Y1,So questions about Polya counting?,Y,Understanding check,Understanding check
2B_L10,S3,00:15:59,2,N,N,F,,Y2,What does it mean for the center of a group to be the whole group?,Y,Fact,Fact
2B_L10,S3,00:15:59,6,N,N,F,HS,Y2,Like we have with Z8 over here?,Y,Fact,Fact
2B_L10,S3,00:15:59,0,Y,N,F,HS,Y2,Well we already have a term for that.,Y,Fact,Fact
2B_L10,S3,00:18:36,0,N,N,N,,Y3,Why is that? [why is the centraliser of H a subgroup of G?],Y,Next step,Next step
2B_L10,S3,00:18:36,6,N,N,N,,Y3,What's the one line proof?,Y,Next step,Next step
2B_L10,S3,00:18:36,1,Y,N,N,HS,Y3,Someone said the magic word?,Y,Next step,Next step
2B_L10,S3,00:22:39,2,Y,N,W,,N,"So why [about to ask why we can partition G in this way, I think]",N,Warrant,Warrant
2B_L10,S3,00:24:26,8,N,N,N,,Y4,Well then what's the centraliser of h?,Y,Next step,Next step
2B_L10,S3,00:24:26,1,N,N,N,HS,Y4,"So the centre, the definition of the centre has now vanished but I think really you want this translation of the definition over here.",Y,Next step,Next step
2B_L10,S3,00:24:56,11,N,N,N,,Y4,"So if h is in the centre, then what elements commute with h?",Y,Next step,Next step
2B_L10,S3,00:24:56,1,Y,N,N,,Y4,Someone knows.,Y,Next step,Next step
2B_L10,S3,00:26:59,9,N,N,U,,N,Any questions on these free facts?,N,Understanding check,Understanding check
2B_L10,S3,00:35:30,12,N,N,N,,Y5,So what do I know about the centre?,Y,Next step,Next step
2B_L10,S3,00:35:30,4,Y,N,N,,Y5,Someone tell me something useful about the centre of G.,Y,Next step,Next step
2B_L10,S3,00:36:00,5,Y,N,N,,N,Someone tell me something else about the centre of G.,N,Next step,Next step
2B_L10,S3,00:42:10,10,N,N,U,,N,Any questions about this proof?,N,Understanding check,Understanding check
2B_L10,S3,00:44:16,14,N,N,F,,Y6,So what are the possibilities for the size of the centre?,Y,Fact,Fact
2B_L10,S3,00:44:16,1,N,N,F,HS,Y6,So I claim there's only two possibilities for the size of the centre of G.,Y,Fact,Fact
2B_L10,S3,00:44:16,10,N,N,F,,Y6,Somebody else.,Y,Fact,Fact
2B_L10,S3,00:44:53,0,Y,Y,W,,N,"p or p squared, why?",N,Warrant,Warrant
2B_L10,S3,00:46:23,3,Y,N,F,,N,So give me some elements that are in the centraliser of little g.,N,Fact,Fact
2B_L10,S3,00:46:36,4,Y,N,F,,N,Give me something else.,N,Fact,Fact
2B_L10,S3,00:46:47,2,Y,N,F,,N,What else?,N,Fact,Fact
2B_L10,S3,00:48:08,9,Y,N,N,,N,So what do I know about the centraliser?,N,Next step,Next step
2B_L10,S3,00:49:34,9,Y,N,N,,N,"But if the centraliser of little g is the whole group, then where does little g live by definition?",N,Next step,Next step
1C_L15,S8,00:00:48,2,N,N,F,,Y1,Can anyone shout out when they recognise what transformation that is?,Y,Fact,Fact
1C_L15,S8,00:00:57,1,Y,N,F,,Y1,What is it?,Y,Fact,Fact
1C_L15,S8,00:00:59,0,Y,N,F,,N,Projection onto?,N,Fact,Fact
1C_L15,S8,00:01:16,2,Y,N,F,,N,They are [the eigenvalues]?,N,Fact,Fact
1C_L15,S8,00:02:56,1,N,N,U,,Y2,Anyone got questions on that?,Y,Understanding check,Understanding check
1C_L15,S8,00:02:58,4,N,N,U,,Y2,Hopefully that clears things up for a couple of people,Y,Understanding check,Understanding check
1C_L15,S8,00:09:38,0,N,N,X,,Y3,Can you remember what those ones were?,Y,Example generation,Other
1C_L15,S8,00:09:41,1,Y,N,X,,Y3,What example do we have where zero is an eigenvalue?,Y,Example generation,Other
1C_L15,S8,00:09:45,3,Y,N,X,,N,And one where zero is not an eigenvalue?,N,Example generation,Other
1C_L15,S8,00:13:33,1,Y,N,W,,N,Can anyone answer that? [SQ: why can't B be 0?],N,Warrant,Warrant
1C_L15,S8,00:14:05,4,Y,N,N,,N,Anyone shed any light on that? [SQ: if the nullity is 0 does that mean there are no eigenvalues?],N,Next step,Next step
1C_L15,S8,00:14:37,1,Y,N,U,,N,Does that make sense to people?,N,Understanding check,Understanding check
1C_L15,S8,00:14:57,1,Y,Y,A,,N,Say that again?,N,Admin,Admin
1C_L15,S8,00:16:05,3,N,N,U,,N,Other questions?,N,Understanding check,Understanding check
1C_L15,S8,00:29:36,3,Y,N,U,,N,What do we think about that?,N,Understanding check,Understanding check
1C_L15,S8,00:29:52,0,N,N,W,,Y4,What happens if A minus lambda I is the zero matrix?,Y,Warrant,Warrant
1C_L15,S8,00:29:55,2,Y,N,E,,Y4,Can that happen?,Y,Evaluation,Evaluation
1C_L15,S8,00:30:01,9,Y,N,W,,N,Yeah?,N,Warrant,Warrant
1C_L15,S8,00:30:40,6,N,N,U,,N,Other questions?,N,Understanding check,Understanding check
1C_L15,S8,00:37:24,4,N,N,U,,N,Happy with that?,N,Understanding check,Understanding check
1C_L15,S8,00:39:41,1,Y,N,U,,N,Do you agree?,N,Understanding check,Understanding check
1C_L15,S8,00:40:57,3,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S8,00:45:20,1,Y,N,A,,N,"Can, anyone answer that, what is an A?",N,Admin,Admin
1C_L15,S9,00:01:15,1,Y,N,F,,N,"Any shout out to me, what transformation does that matrix represent?",N,Fact,Fact
1C_L15,S9,00:01:33,3,Y,N,F,,N,And we found the eigenvalues of a projection matrix are…?,N,Fact,Fact
1C_L15,S9,00:03:28,4,N,N,U,,N,Questions about that?,N,Understanding check,Understanding check
1C_L15,S9,00:10:01,1,Y,N,X,,N,Do you remember what example that was?,N,Example generation,Other
1C_L15,S9,00:10:16,1,Y,N,X,,N,Examples?,N,Example generation,Other
1C_L15,S9,00:12:47,4,Y,N,W,,N,Where important v isn't zero - why have I written that?,N,Warrant,Warrant
1C_L15,S9,00:14:42,2,N,N,U,,Y1,Does that follow do we think?,Y,Understanding check,Understanding check
1C_L15,S9,00:14:46,2,N,N,U,,Y1,Happy with that?,Y,Understanding check,Understanding check
1C_L15,S9,00:14:49,8,N,N,U,,Y1,Any questions?,Y,Understanding check,Understanding check
1C_L15,S9,00:27:50,7,N,N,U,,Y2,Questions about that?,Y,Understanding check,Understanding check
1C_L15,S9,00:27:57,3,N,N,U,,Y2,"No, happy?",Y,Understanding check,Understanding check
1C_L15,S9,00:29:27,5,N,N,U,,N,Any questions?,N,Understanding check,Understanding check
1C_L15,S9,00:39:05,5,Y,N,U,,N,Any questions?,N,Understanding check,Understanding check
1C_L15,S9,00:39:23,0,Y,Y,A,,N,"When you say the span of the eigenvectors, are you saying the span of...?",N,Admin,Admin
1C_L15,S9,00:40:30,3,Y,N,F,,N,"Anyone answer that? [Say you took a multiple of this eigenvector, say 3, -3, what would its eigenvalue be?]",N,Fact,Fact
1C_L15,S10,00:10:45,0,Y,N,E,,N,Can we eliminate at least one option?,N,Evaluation,Evaluation
1C_L15,S10,00:10:49,0,Y,Y,W,,N,Which one?,N,Warrant,Warrant
1C_L15,S10,00:13:52,10,N,N,U,,N,Questions about that?,N,Understanding check,Understanding check
1C_L15,S10,00:18:27,0,Y,N,F,,N,What was the special property that allowed you calculate quickly?,N,Fact,Fact
1C_L15,S10,00:20:11,6,N,N,U,,N,Any questions about that?,N,Understanding check,Understanding check
1C_L15,S10,00:20:23,7,N,N,F,,Y1,Does it remind you of any other special form of matrices that we've been looking at a lot in this course?,Y,Fact,Fact
1C_L15,S10,00:20:35,5,Y,N,F,,Y1,What does it remind you of?,Y,Fact,Fact
1C_L15,S10,00:31:54,5,N,N,U,,N,Questions about that?,N,Understanding check,Understanding check
1C_L15,S10,00:37:16,0,N,N,F,,Y2,Simply using theorem 4.3 how are these 2 related?,Y,Fact,Fact
1C_L15,S10,00:37:22,1,Y,N,F,,Y2,"Which part, did anyone look it up, which part of theorem 4.3?",Y,Fact,Fact
1C_L15,S10,00:38:34,2,Y,N,U,,N,Does that look ok now?,N,Understanding check,Understanding check
1C_L15,S10,00:39:37,4,N,N,U,,N,Questions about that?,N,Understanding check,Understanding check
1C_L15,S10,00:40:52,5,N,N,U,,N,Questions about that?,N,Understanding check,Understanding check
1C_L15,S10,00:45:43,0,N,N,U,,Y3,Questions about that?,Y,Understanding check,Understanding check
1C_L15,S10,00:45:43,5,N,N,U,,Y3,I know did quite a lot of emphasis on this theorem 5.3 for intentional reasons,Y,Understanding check,Understanding check
1C_L15,S10,00:45:55,0,N,N,U,,Y4,Anyone want to ask questions about things we didn’t cover,Y,Understanding check,Understanding check
1C_L15,S10,00:45:59,4,N,N,U,,Y4,"Because there was stuff in the determinants section, I know a lot of you in the reading quiz various other bits…",Y,Understanding check,Understanding check
1C_L15,S10,00:46:10,2,N,N,U,,Y4,No?,Y,Understanding check,Understanding check
1D_L21,S3,00:13:27,1,N,N,U,,Y1,So questions about figuring out cycles like this?,Y,Understanding check,Understanding check
1D_L21,S3,00:13:27,0,N,N,U,,Y1,Anything?,Y,Understanding check,Understanding check
1D_L21,S3,00:24:55,13,N,N,F,,N,"Given a single permutation pq, so an order 6 permutation, how many of these pairs will that permutation appear in?",N,Fact,Fact
1D_L21,S3,00:27:08,0,N,N,F,,Y2,"Now , given a set A, how many pairs will that set appear in?",Y,Fact,Fact
1D_L21,S3,00:27:08,9,N,N,F,,Y2,"So if I have a set of three elements, how many pairs is it gonna appear in?",Y,Fact,Fact
1D_L21,S3,00:27:08,0,N,N,F,HS,Y2,This is gonna correspond to how many permutations there are which have a three cycle on A.,Y,Fact,Fact
1D_L21,S3,00:27:08,5,N,N,F,HQ,Y2,How many three cycles are there on a set of three elements?,Y,Fact,Fact
1D_L21,S3,00:27:08,1,N,N,F,HS,Y2,This is one of the things we covered in the last couple of days.,Y,Fact,Fact
1D_L21,S3,00:31:47,4,N,N,U,,N,Any questions about that?,N,Understanding check,Understanding check
1D_L21,S4,00:13:28,1,N,N,N,,Y1,How might we prove this formula?,Y,Next step,Next step
1D_L21,S4,00:13:28,6,N,N,N,,Y1,Any ideas?,Y,Next step,Next step
1D_L21,S4,00:13:28,3,Y,N,N,HS,Y1,"So we have an infinite subset of S and we want to show that it's countable, but the only thing that we know is that infinite subsets of the integers are countable.",Y,Next step,Next step
1D_L21,S4,00:16:37,2,N,N,U,,N,Any questions about that proof?,N,Understanding check,Understanding check
1D_L21,S4,00:22:13,0,N,N,F,,Y2,So what is S minus T?,Y,Fact,Fact
1D_L21,S4,00:22:13,7,Y,N,F,HS,Y2,Is it finite or countable?,Y,Fact,Fact
1D_L21,S4,00:23:02,0,N,N,E,,Y3,Could S minus T be finite?,Y,Evaluation,Evaluation
1D_L21,S4,00:23:02,4,Y,N,X,,Y3,Does anyone have an example?,Y,Example generation,Other
1D_L21,S4,00:23:42,0,Y,N,U,,N,Questions about that?,N,Understanding check,Understanding check
1D_L21,S4,00:33:03,7,Y,N,X,,N,What's a counterexample?,N,Example generation,Other
1D_L21,S4,00:33:17,2,Y,Y,X,,N,"Map everything to zero - well, ok, I need a surjective map, right?",N,Example generation,Other
1D_L21,S4,00:34:50,4,Y,N,N,,N,"To show that this has cardinality equal to the reals, what do I have to do?",N,Next step,Next step
1D_L21,S4,00:35:52,8,Y,N,X,,N,What's an example?,N,Example generation,Other
1D_L21,S4,00:36:12,1,Y,Y,N,,N,"If that's there, then what's your function g?",N,Next step,Next step
1D_L21,S4,00:36:18,2,N,Y,N,,N,"And how do you define it, I suppose take n+1 or something like this?",N,Next step,Next step
1D_L21,S4,00:36:47,3,Y,N,X,,N,Think about an injective map from the integers to the reals.,N,Example generation,Other
1D_L21,S4,00:39:37,0,N,N,N,,Y4,What else could I maybe do?,Y,Next step,Next step
1D_L21,S4,00:39:37,4,Y,N,N,,Y4,How else could I use g to construct a function h that goes backwards?,Y,Next step,Next step
1D_L21,S4,00:43:18,0,Y,N,U,,N,Questions about that proof?,N,Understanding check,Understanding check
1D_L21,S4,00:43:41,3,N,N,U,,N,Other questions?,N,Understanding check,Understanding check
1D_L21,S4,00:43:59,3,N,N,U,,N,Other questions?,N,Understanding check,Understanding check
1D_L21,S4,00:45:40,7,Y,N,N,,N,So tell me how I should prove this using the injection lemma.,N,Next step,Next step
1D_L21,S4,00:46:12,1,Y,N,N,,N,Other ideas?,N,Next step,Next step
1D_L21,S4,00:46:12,0,Y,Y,N,,N,Composition with what?,N,Next step,Next step
1C_L15,S11,00:08:55,1,Y,N,F,,N,"Out of A, B and C is there any that we can definitely exclude and say for sure that's not the answer?",N,Fact,Fact
1C_L15,S11,00:12:30,6,N,N,U,,Y1,Questions about that?,Y,Understanding check,Understanding check
1C_L15,S11,00:12:36,1,N,N,U,,Y1,Those of you who voted A or C do you believe me that both of those things are possible?,Y,Understanding check,Understanding check
1C_L15,S11,00:12:50,6,N,N,U,,Y1,So D is actually the correct answer?,Y,Understanding check,Understanding check
1C_L15,S11,00:16:15,6,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S11,00:18:51,1,Y,N,F,,N,What's the special property of C that helps you immediately calculate that?,N,Fact,Fact
1C_L15,S11,00:20:43,0,N,N,F,,Y2,What else does C remind you of?,Y,Fact,Fact
1C_L15,S11,00:20:45,2,N,N,F,HQ,Y2,Any other special shape of matrix we've seen in this course loads?,Y,Fact,Fact
1C_L15,S11,00:20:54,2,Y,N,F,,Y2,Do I hear something?,Y,Fact,Fact
1C_L15,S11,00:21:45,1,Y,N,F,,N,"How are they related, the determinant of the matrix and the determinant of its row echelon form?",N,Fact,Fact
1C_L15,S11,00:22:05,0,N,N,F,,Y3,What if ita matrix is lower triangular?,Y,Fact,Fact
1C_L15,S11,00:22:09,1,N,N,F,,Y3,How is its determinant?,Y,Fact,Fact
1C_L15,S11,00:22:12,0,Y,N,F,,Y3,Anyone?,Y,Fact,Fact
1C_L15,S11,00:25:14,1,Y,N,W,,N,"Any comments on that? [SQ: Are we dealing with REF or RREF, and if we are dealing with REF then it's not unique?]",N,Warrant,Warrant
1C_L15,S11,00:25:45,1,Y,Y,A,,N,So can you repeat that again?,N,Admin,Admin
1C_L15,S11,00:34:53,7,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S11,00:40:27,4,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S11,00:43:41,1,N,N,U,,Y4,Does any have any questions about this or anything else in the section?,Y,Understanding check,Understanding check
1C_L15,S11,00:43:50,2,Y,N,U,,Y4,[We didn't look at these other things] Any questions?,Y,Understanding check,Understanding check
2B_L10,S4,00:06:24,0,N,N,W,,Y1,"The answer says it's not possible, but why?",Y,Warrant,Warrant
2B_L10,S4,00:06:25,0,Y,N,W,,Y1,What's wrong with A as a possible class equation?,Y,Warrant,Warrant
2B_L10,S4,00:06:35,1,Y,N,W,,N,Why is that a problem?,N,Warrant,Warrant
2B_L10,S4,00:07:06,0,N,N,W,,Y2,So what about B?,Y,Warrant,Warrant
2B_L10,S4,00:07:08,1,N,N,W,,Y2,6 is 2 + 2 + 2?,Y,Warrant,Warrant
2B_L10,S4,00:07:12,1,Y,N,W,,Y2,"No, someone else, we're gonna not let the same person answer all the questions",Y,Warrant,Warrant
2B_L10,S4,00:08:34,0,N,N,W,,Y3,So why is it not right?,Y,Warrant,Warrant
2B_L10,S4,00:08:34,5,Y,N,W,,Y3,"Someone else, someone who hasn't answered yet",Y,Warrant,Warrant
2B_L10,S4,00:10:05,0,N,N,W,,Y4,So what's wrong with this one?,Y,Warrant,Warrant
2B_L10,S4,00:10:08,32,Y,N,W,,Y4,Why can't this one happen?,Y,Warrant,Warrant
2B_L10,S4,00:11:24,0,Y,Y,W,,N,Why is that a problem?,N,Warrant,Warrant
2B_L10,S4,00:13:10,1,Y,N,F,,N,What is the other one that is a class equation of some group?,N,Fact,Fact
2B_L10,S4,00:13:28,0,Y,N,F,,N,What group is this a class equation of?,N,Fact,Fact
2B_L10,S4,00:13:43,3,N,N,U,,Y5,Any questions?,Y,Understanding check,Understanding check
2B_L10,S4,00:13:47,9,N,N,U,,Y5,On this example?,Y,Understanding check,Understanding check
2B_L10,S4,00:21:44,1,Y,Y,A,,N,Was that your question?,N,Admin,Admin
2B_L10,S4,00:33:06,5,N,N,N,,Y6,So what's sigma of a1?,Y,Next step,Next step
2B_L10,S4,00:33:14,3,Y,N,N,HS,Y6,Formula up here,Y,Next step,Next step
2B_L10,S4,00:33:36,2,N,N,N,,Y7,What's rho tau of a1?,Y,Next step,Next step
2B_L10,S4,00:33:40,10,N,N,N,HS,Y7,"Well, I've got this explicit permutation here and I want to know where does it send tau of a1",Y,Next step,Next step
2B_L10,S4,00:38:12,2,N,N,U,,Y8,Questions on that…?,Y,Understanding check,Understanding check
2B_L10,S4,00:38:15,15,Y,N,U,,Y8,…direction of the theorem?,Y,Understanding check,Understanding check
2B_L10,S4,00:39:01,0,Y,Y,A,,N,This one here?,N,Admin,Admin
2B_L10,S4,00:39:05,10,N,N,N,,Y9,"Ok, so what's sigma of a1?",Y,Next step,Next step
2B_L10,S4,00:39:18,5,Y,N,N,HQ,Y9,"So in the cycle notation, where does sigma send a1?",Y,Next step,Next step
2B_L10,S4,00:39:52,8,N,N,U,,N,Other questions on this computation?,N,Understanding check,Understanding check
1C_L16,S1,00:15:18,2,N,N,U,,N,Unless there are any questions?,N,Understanding check,Understanding check
1C_L16,S1,00:21:25,0,N,N,U,,Y1,Any questions over that?,Y,Understanding check,Understanding check
1C_L16,S1,00:21:28,2,N,N,U,,Y1,That's essientially … just introducing some of our more general terminology,Y,Understanding check,Understanding check
1C_L16,S1,00:21:36,1,N,N,U,,Y1,Everybody happy with that?,Y,Understanding check,Understanding check
1C_L16,S1,00:29:52,2,N,N,U,,Y2,Are we all happy?,Y,Understanding check,Understanding check
1C_L16,S1,00:29:55,1,N,N,U,,Y2,Happy is a strong word - not dissatisfied?,Y,Understanding check,Understanding check
1C_L16,S1,00:35:13,1,N,N,W,,Y3,Can anyone shout out an answer maybe? [Why?],Y,Warrant,Warrant
1C_L16,S1,00:35:16,2,Y,N,W,,Y3,Did anyone have a good argument?,Y,Warrant,Warrant
1C_L16,S1,00:40:41,4,Y,N,W,,N,Can anyone in a few words explain why it's A?,N,Warrant,Warrant
1C_L16,S1,00:45:21,2,Y,N,X,,N,Can anyone think of another situation where they'll be 3 lines where there's no solution?,N,Example generation,Other
1C_L16,S1,00:45:52,0,N,N,X,,Y4,Other ways that this could happen?,Y,Example generation,Other
1C_L16,S1,00:45:53,0,Y,N,X,,Y4,So what are other ways that 3 lines could be consistent?,Y,Example generation,Other
1C_L16,S1,00:46:45,0,N,N,U,,Y5,Are there any questions about that?,Y,Understanding check,Understanding check
1C_L16,S1,00:46:45,3,N,N,U,,Y5,That sort of summarises the general solution in fact [some more summarising],Y,Understanding check,Understanding check
1C_L16,S1,00:46:57,0,N,N,U,,Y5,Is that clear?,Y,Understanding check,Understanding check
1C_L16,S1,00:46:57,2,N,N,U,,Y5,Does anyone have a question?,Y,Understanding check,Understanding check
1C_L16,S6,00:03:23,0,N,N,E,,Y1,What about b?,Y,Evaluation,Evaluation
1C_L16,S6,00:03:23,0,N,N,E,,Y1,What do people think about b?,Y,Evaluation,Evaluation
1C_L16,S6,00:03:23,1,Y,N,E,,Y1,Is that equivalent?,Y,Evaluation,Evaluation
1C_L16,S6,00:03:29,1,Y,Y,W,,N,Brief reason?,N,Warrant,Warrant
1C_L16,S6,00:04:18,1,N,N,U,,N,We happy with that?,N,Understanding check,Understanding check
1C_L16,S6,00:04:21,0,N,N,E,,Y2,What about the third one?,Y,Evaluation,Evaluation
1C_L16,S6,00:04:21,0,N,N,E,,Y2,That's a little less obvious.,Y,Evaluation,Evaluation
1C_L16,S6,00:04:21,0,N,N,E,,Y2,Is that equivalent?,Y,Evaluation,Evaluation
1C_L16,S6,00:04:21,0,N,N,E,HS,Y2,"Well it is equivalent, as you can see from the answer.",Y,Evaluation,Evaluation
1C_L16,S6,00:04:21,4,Y,N,W,,Y2,How do you see that?,Y,Warrant,Warrant
1C_L16,S6,00:05:42,0,N,N,U,,Y3,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S6,00:05:42,0,N,N,U,,Y3,Are we all generally happy with that?,Y,Understanding check,Understanding check
1C_L16,S6,00:05:42,2,N,N,U,,Y3,People happy?,Y,Understanding check,Understanding check
1C_L16,S6,00:10:35,0,N,N,W,,Y4,Why is it inconsistent?,Y,Warrant,Warrant
1C_L16,S6,00:10:35,2,Y,N,W,,Y4,Briefly anyone?,Y,Warrant,Warrant
1C_L16,S6,00:11:06,0,N,N,U,,Y5,All happy?,Y,Understanding check,Understanding check
1C_L16,S6,00:11:06,2,N,N,U,,Y5,Any niggling questions?,Y,Understanding check,Understanding check
1C_L16,S6,00:13:40,0,N,N,N,,Y6,Did anyone have a kind of method for doing this?,Y,Next step,Next step
1C_L16,S6,00:13:40,1,Y,N,N,,Y6,How did you view it?,Y,Next step,Next step
1C_L16,S6,00:28:04,2,N,N,U,,N,Is that clear?,N,Understanding check,Understanding check
1C_L16,S6,00:28:04,3,N,N,U,,N,Any questions?,N,Understanding check,Understanding check
1C_L16,S6,00:30:56,0,N,N,W,,Y7,Why do I need this k to be non-zero here?,Y,Warrant,Warrant
1C_L16,S6,00:30:56,2,N,N,W,,Y7,This constant.,Y,Warrant,Warrant
1C_L16,S6,00:30:56,0,Y,N,W,,Y7,Why is this important?,Y,Warrant,Warrant
1C_L16,S6,00:33:06,3,N,N,U,,N,Unless there are any questions on that bit of theory or definitions?,N,Understanding check,Understanding check
1C_L16,S6,00:42:19,1,N,N,U,,N,Everyone happy with that?,N,Understanding check,Understanding check
1C_L16,S6,00:42:33,4,N,N,N,,Y8,What do you think we should do?,Y,Next step,Next step
1C_L16,S6,00:42:33,1,Y,N,N,,Y8,Anyone?,Y,Next step,Next step
1C_L16,S6,00:44:26,1,N,N,N,,Y9,Can anyone see how to get to that?,Y,Next step,Next step
1C_L16,S6,00:44:26,3,Y,N,E,,Y9,Or can we get to that?,Y,Evaluation,Evaluation
1C_L16,S6,00:44:37,1,Y,Y,A,,N,What was that?,N,Admin,Admin
1C_L16,S6,00:44:37,1,Y,Y,A,,N,"Say that again, excuse me.",N,Admin,Admin
1C_L16,S6,00:46:14,0,N,N,U,,Y10,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S6,00:46:14,3,Y,N,U,,Y10,Any questions?,Y,Understanding check,Understanding check
1C_L16,S6,00:47:16,3,N,N,U,,N,Any more questions?,N,Understanding check,Understanding check
1C_L16,S6,00:49:00,1,N,N,N,,Y11,What should we do?,Y,Next step,Next step
1C_L16,S6,00:49:00,0,N,N,N,,Y11,So we want to apply elementary row operations to this.,Y,Next step,Next step
1C_L16,S6,00:49:00,3,Y,N,N,,Y11,So what's the first thing I should I do to this?,Y,Next step,Next step
1C_L17,S6,00:06:45,2,N,N,U,,Y1,does that make sense?,Y,Understanding check,Understanding check
1C_L17,S6,00:06:47,0,N,N,U,,Y1,right?,Y,Understanding check,Understanding check
1C_L17,S6,00:09:54,0,N,N,U,,Y2,right?,Y,Understanding check,Understanding check
1C_L17,S6,00:09:55,3,N,N,U,,Y2,does that make sense?,Y,Understanding check,Understanding check
1C_L17,S6,00:11:30,4,Y,N,E,,N,is this a linear operator?,N,Evaluation,Evaluation
1C_L17,S6,00:12:31,1,N,N,U,,N,does that make sense?,N,Understanding check,Understanding check
1C_L17,S6,00:21:38,1,N,N,U,,N,does that make sense what we're doing?,N,Understanding check,Understanding check
1C_L17,S6,00:23:01,1,N,N,U,,N,does that make sense?,N,Understanding check,Understanding check
1C_L17,S6,00:23:03,0,N,N,U,,N,yep?,N,Understanding check,Understanding check
1C_L17,S6,00:24:11,4,N,N,U,,N,ok?,N,Understanding check,Understanding check
1C_L17,S6,00:24:29,2,N,N,U,,N,does that make sense?,N,Understanding check,Understanding check
1C_L17,S6,00:24:55,1,N,N,U,,N,does that make sense as to whats going on with this?,N,Understanding check,Understanding check
1C_L17,S6,00:27:21,1,Y,N,U,,N,any questions about that?,N,Understanding check,Understanding check
1C_L17,S6,00:33:19,0,N,N,E,,Y3,does this count as a proof?,Y,Evaluation,Evaluation
1C_L17,S6,00:33:21,2,Y,N,E,,Y3,are you convinced [that it is a proof]?,Y,Evaluation,Evaluation
1C_L17,S6,00:33:59,0,N,N,E,,Y4,is anyone not convinced by this [proof]?,Y,Evaluation,Evaluation
1C_L17,S6,00:34:00,4,N,N,U,,Y4,would anyone like more detail [about why the proof is true]?,Y,Understanding check,Understanding check
1C_L17,S6,00:41:04,1,Y,N,N,,N,how would we go about justifying that?,N,Next step,Next step
